2500 7491
1 1096 100
1 1098 98
1 1121 59
1 1125 71
1 1156 7
1 1201 45
1 1303 14
1 1395 18
1 1458 32
1 1482 52
1 1496 4
1 1520 47
1 1642 12
1 1659 76
1 1720 31
1 1803 71
1 1822 83
1 1894 14
1 1910 57
1 1922 89
1 2074 56
1 2291 3
1 2330 28
1 2339 34
1 2372 86
1 2388 51
1 2486 97
2 4 55
2 5 25
2 6 50
2 10 63
2 13 9
2 17 40
2 27 49
2 30 33
2 41 15
2 49 43
2 52 58
2 64 38
2 74 64
2 83 58
2 92 23
2 122 70
2 130 21
2 158 18
2 187 27
2 202 74
2 213 93
2 253 62
2 259 78
2 263 37
2 276 76
2 280 71
2 294 21
2 321 50
2 329 54
2 339 20
2 388 81
2 421 99
2 439 57
2 600 90
2 619 30
2 626 62
2 647 41
2 652 93
2 654 80
2 669 31
2 687 30
2 735 43
2 782 66
2 789 56
2 824 76
2 827 50
2 849 31
2 852 15
2 938 25
2 951 10
2 1020 42
2 1033 41
2 1075 27
2 1264 11
2 1339 45
2 1366 44
2 1419 70
2 1434 32
2 1588 29
2 1616 85
2 1660 46
2 1698 38
2 1703 73
2 1716 3
2 1819 23
2 1949 21
2 2059 53
2 2203 71
2 2208 63
2 2262 33
2 2286 9
2 2418 32
2 2420 14
3 4 28
3 5 99
3 14 36
3 16 58
3 18 9
3 19 33
3 37 5
3 47 88
3 60 14
3 64 95
3 92 90
3 93 67
3 97 48
3 149 79
3 163 77
3 189 2
3 197 21
3 210 94
3 236 87
3 246 93
3 247 7
3 300 88
3 334 50
3 344 38
3 352 62
3 365 23
3 423 55
3 440 25
3 452 9
3 512 93
3 604 62
3 646 63
3 680 18
3 694 50
3 722 90
3 733 75
3 734 1
3 759 43
3 848 7
3 900 83
3 915 70
3 953 2
3 955 83
3 977 71
3 1032 27
3 1070 100
3 1075 63
3 1079 94
3 1131 44
3 1144 33
3 1204 70
3 1279 87
3 1294 35
3 1308 72
3 1358 68
3 1678 75
3 1777 100
3 1829 18
3 1863 93
3 2034 37
3 2056 97
3 2074 18
3 2092 39
3 2095 79
3 2140 46
3 2143 1
3 2333 22
4 15 44
4 17 6
4 23 30
4 35 29
4 37 76
4 72 36
4 74 61
4 80 1
4 83 42
4 87 42
4 93 10
4 98 99
4 149 34
4 167 5
4 194 97
4 201 46
4 218 94
4 220 16
4 234 87
4 264 92
4 287 22
4 336 21
4 402 25
4 416 1
4 425 45
4 461 93
4 509 21
4 637 45
4 672 49
4 705 12
4 745 29
4 757 42
4 848 86
4 858 98
4 913 3
4 1005 1
4 1110 95
4 1284 71
4 1305 5
4 1336 47
4 1346 55
4 1349 33
4 1370 82
4 1512 49
4 1667 21
4 1699 8
4 1791 73
4 1993 80
4 2126 26
4 2145 17
4 2195 24
4 2325 54
4 2349 7
4 2449 46
4 2461 6
5 6 65
5 7 71
5 8 18
5 9 86
5 11 41
5 12 60
5 14 32
5 19 94
5 20 67
5 25 3
5 28 47
5 30 2
5 31 37
5 32 55
5 36 54
5 40 9
5 50 17
5 57 21
5 71 50
5 77 78
5 93 63
5 99 2
5 119 8
5 144 6
5 146 24
5 155 57
5 202 67
5 233 13
5 249 52
5 251 39
5 280 14
5 290 46
5 303 27
5 315 48
5 326 55
5 327 52
5 334 99
5 336 31
5 359 76
5 365 83
5 376 31
5 382 50
5 388 65
5 397 79
5 438 56
5 451 60
5 456 51
5 458 36
5 478 5
5 487 36
5 533 8
5 537 3
5 546 72
5 547 20
5 556 72
5 578 6
5 690 78
5 744 99
5 802 26
5 840 66
5 877 43
5 907 34
5 914 28
5 966 61
5 988 53
5 1079 14
5 1155 95
5 1192 67
5 1197 17
5 1216 43
5 1270 2
5 1273 27
5 1282 60
5 1287 88
5 1330 34
5 1331 72
5 1367 23
5 1412 75
5 1436 55
5 1466 6
5 1633 14
5 1718 62
5 1768 67
5 1827 54
5 1888 86
5 1978 31
5 2114 67
5 2148 74
5 2180 86
5 2250 66
5 2329 57
5 2370 82
5 2415 96
5 2432 9
5 2479 52
6 8 49
6 10 8
6 29 9
6 32 22
6 45 60
6 48 89
6 63 22
6 100 50
6 101 4
6 105 29
6 124 57
6 138 98
6 150 40
6 151 59
6 152 64
6 180 9
6 183 76
6 198 15
6 200 29
6 208 86
6 214 86
6 246 6
6 263 14
6 305 13
6 428 22
6 450 31
6 485 91
6 498 86
6 609 67
6 677 13
6 719 54
6 777 8
6 833 36
6 876 42
6 882 37
6 887 37
6 894 59
6 980 47
6 985 10
6 1068 40
6 1085 53
6 1293 74
6 1314 82
6 1397 1
6 1473 49
6 1635 16
6 1718 49
6 1856 15
6 1943 61
6 1970 74
6 1976 85
6 1995 14
6 2082 91
6 2137 34
6 2163 13
6 2175 99
6 2267 35
6 2306 60
6 2385 1
6 2408 45
7 9 80
7 10 63
7 13 53
7 15 47
7 26 33
7 55 42
7 61 24
7 103 43
7 134 59
7 158 81
7 190 70
7 306 17
7 327 78
7 373 80
7 382 62
7 437 86
7 469 60
7 507 38
7 516 84
7 550 76
7 552 11
7 607 41
7 678 59
7 685 20
7 695 24
7 769 81
7 830 53
7 863 83
7 906 92
7 907 46
7 1253 59
7 1289 26
7 1387 78
7 1391 13
7 1406 8
7 1434 37
7 1493 67
7 1763 10
7 1819 35
7 1878 99
7 1882 19
7 1915 5
7 1945 63
7 1992 21
7 2015 95
7 2122 18
7 2196 51
7 2403 63
7 2452 57
8 20 21
8 21 57
8 34 59
8 43 53
8 56 98
8 58 20
8 72 63
8 106 83
8 132 8
8 147 94
8 162 100
8 297 30
8 318 68
8 356 67
8 394 65
8 414 29
8 455 51
8 459 7
8 613 27
8 647 84
8 732 88
8 846 16
8 877 83
8 885 40
8 1018 75
8 1045 83
8 1077 74
8 1208 72
8 1210 63
8 1236 99
8 1241 56
8 1319 63
8 1342 89
8 1428 47
8 1573 76
8 1729 93
8 1775 68
8 1811 26
8 1844 12
8 1906 17
8 1936 7
8 2105 11
8 2111 18
8 2181 63
8 2337 16
8 2497 13
9 11 57
9 12 26
9 13 48
9 23 32
9 24 68
9 26 59
9 43 39
9 101 22
9 116 3
9 140 76
9 168 43
9 184 85
9 187 22
9 195 80
9 225 63
9 255 94
9 267 29
9 279 20
9 290 18
9 309 3
9 393 49
9 483 38
9 589 13
9 598 91
9 617 49
9 635 7
9 636 96
9 666 44
9 682 3
9 798 60
9 810 70
9 862 71
9 1006 29
9 1014 80
9 1087 11
9 1130 3
9 1154 98
9 1191 51
9 1219 40
9 1227 39
9 1233 12
9 1358 9
9 1370 94
9 1481 29
9 1499 64
9 1555 36
9 1576 56
9 1620 75
9 1763 83
9 1787 45
9 1835 17
9 1841 50
9 2117 45
9 2220 92
10 15 54
10 22 14
10 39 58
10 42 20
10 112 22
10 161 84
10 240 41
10 241 33
10 244 88
10 270 71
10 325 10
10 335 90
10 359 91
10 361 85
10 393 8
10 436 27
10 726 86
10 792 45
10 802 16
10 1010 3
10 1123 72
10 1170 56
10 1178 95
10 1405 87
10 1456 18
10 1511 15
10 1521 98
10 1593 52
10 1839 60
10 1990 66
10 2041 49
10 2122 69
10 2179 62
10 2199 27
10 2254 61
10 2382 90
10 2417 46
10 2423 22
10 2448 66
11 120 78
11 146 11
11 207 1
11 210 99
11 346 80
11 355 90
11 431 62
11 597 19
11 901 77
11 973 5
11 1091 16
11 1310 86
11 1342 68
11 1535 75
11 1787 40
11 1801 9
11 1873 39
12 43 54
12 73 15
12 89 1
12 128 88
12 129 63
12 199 12
12 248 14
12 420 22
12 426 27
12 726 84
12 936 89
12 940 62
12 1009 39
12 1035 44
12 1300 33
12 1372 84
12 1446 88
12 1561 69
12 1648 79
12 1801 42
12 1822 38
12 1998 34
13 16 41
13 18 89
13 27 10
13 34 60
13 62 13
13 122 76
13 127 66
13 136 75
13 152 95
13 167 8
13 172 91
13 183 45
13 205 50
13 249 17
13 285 80
13 291 85
13 306 47
13 310 10
13 315 61
13 370 7
13 400 87
13 422 3
13 564 84
13 662 15
13 711 83
13 775 45
13 879 24
13 939 3
13 991 88
13 1046 71
13 1097 4
13 1101 42
13 1114 56
13 1212 57
13 1215 27
13 1216 99
13 1291 68
13 1333 73
13 1345 64
13 1348 80
13 1350 65
13 1354 70
13 1390 24
13 1401 24
13 1431 92
13 1439 8
13 1452 71
13 1760 56
13 1784 18
13 1810 22
13 1834 12
13 1928 73
13 1949 80
13 1991 1
13 2048 65
13 2149 31
13 2195 49
14 24 78
14 25 4
14 42 52
14 48 47
14 54 28
14 67 40
14 109 59
14 128 62
14 133 81
14 136 48
14 141 98
14 175 82
14 204 6
14 206 37
14 221 20
14 227 44
14 259 57
14 303 97
14 314 50
14 350 94
14 411 49
14 433 57
14 473 15
14 495 48
14 499 24
14 540 25
14 551 35
14 664 76
14 670 71
14 819 71
14 822 33
14 831 53
14 851 28
14 880 6
14 1098 40
14 1106 30
14 1285 51
14 1300 64
14 1376 49
14 1394 84
14 1570 47
14 1621 52
14 1663 86
14 1677 23
14 1740 82
14 1750 74
14 1800 33
14 1810 87
14 1837 27
14 1930 67
14 2028 43
14 2046 11
14 2351 62
14 2442 77
14 2454 91
14 2484 95
15 18 62
15 21 82
15 24 91
15 26 16
15 28 22
15 33 98
15 41 52
15 56 61
15 67 15
15 69 27
15 79 41
15 120 16
15 131 86
15 188 2
15 244 3
15 316 13
15 340 52
15 341 48
15 381 71
15 426 84
15 445 15
15 491 63
15 628 32
15 630 28
15 672 87
15 673 64
15 710 49
15 740 56
15 778 44
15 784 68
15 791 70
15 883 9
15 999 76
15 1025 78
15 1057 6
15 1090 93
15 1288 34
15 1468 7
15 1623 35
15 1670 48
15 1791 43
16 20 30
16 70 51
16 86 48
16 972 65
16 1304 39
16 1741 63
16 1926 99
17 29 69
17 33 24
17 44 70
17 46 30
17 60 48
17 71 52
17 84 4
17 123 19
17 180 11
17 182 65
17 297 43
17 321 33
17 338 42
17 379 97
17 390 75
17 398 30
17 423 51
17 430 78
17 493 98
17 511 88
17 586 74
17 652 1
17 703 99
17 706 11
17 842 37
17 883 22
17 998 30
17 1024 34
17 1099 18
17 1234 20
17 1387 74
17 1452 6
17 1469 63
17 1480 36
17 1696 28
17 1905 30
17 2021 88
17 2038 99
17 2090 71
17 2112 45
18 27 100
18 32 43
18 40 90
18 50 95
18 89 13
18 142 77
18 181 2
18 236 72
18 403 59
18 422 90
18 478 14
18 599 25
18 698 77
18 700 71
18 741 30
18 771 85
18 791 7
18 871 79
18 924 54
18 956 58
18 1063 17
18 1152 97
18 1248 1
18 1840 81
18 1909 100
18 1986 90
18 2166 12
18 2261 40
18 2267 9
18 2401 85
19 22 98
19 25 67
19 31 85
19 35 39
19 36 75
19 38 3
19 41 21
19 51 10
19 55 47
19 59 66
19 68 56
19 74 78
19 79 64
19 86 45
19 88 33
19 89 6
19 107 48
19 113 38
19 125 62
19 154 98
19 174 52
19 178 65
19 185 69
19 191 47
19 221 78
19 224 11
19 242 93
19 255 86
19 272 49
19 306 15
19 307 12
19 343 96
19 389 30
19 405 20
19 436 100
19 441 36
19 459 83
19 474 54
19 486 2
19 496 98
19 502 58
19 529 19
19 574 31
19 593 27
19 605 91
19 615 36
19 626 2
19 649 80
19 693 69
19 706 33
19 735 71
19 745 46
19 756 64
19 801 41
19 811 18
19 874 33
19 912 68
19 925 78
19 936 77
19 985 41
19 1037 21
19 1039 18
19 1117 40
19 1129 32
19 1155 35
19 1266 50
19 1271 8
19 1347 5
19 1369 29
19 1384 61
19 1393 91
19 1416 55
19 1453 11
19 1515 72
19 1567 80
19 1575 100
19 1614 2
19 1631 69
19 1647 16
19 1664 97
19 1700 4
19 1752 87
19 1753 74
19 1767 41
19 1815 95
19 2008 8
19 2025 82
19 2040 53
19 2089 28
19 2110 37
19 2154 94
19 2187 14
19 2227 39
19 2248 28
19 2257 67
19 2329 60
19 2364 89
19 2388 11
19 2436 17
19 2475 46
19 2478 46
20 21 70
20 22 43
20 23 47
20 30 1
20 40 27
20 46 18
20 65 26
20 77 29
20 79 90
20 108 74
20 117 36
20 150 88
20 205 32
20 244 56
20 400 27
20 449 41
20 473 64
20 475 45
20 506 100
20 670 76
20 729 19
20 755 18
20 923 5
20 1043 87
20 1108 33
20 1199 60
20 1249 72
20 1432 8
20 1530 62
20 1598 67
20 1700 63
20 1727 56
20 1746 47
20 1784 17
20 1825 12
20 2069 74
20 2093 22
20 2207 19
20 2226 50
20 2233 90
20 2317 59
20 2490 70
21 72 94
21 90 78
21 139 71
21 213 64
21 400 97
21 425 17
21 453 51
21 476 83
21 714 13
21 1011 51
21 1154 68
21 1253 63
21 1311 62
21 1337 77
21 1506 100
21 1508 25
21 1566 24
21 1584 57
21 1906 71
21 1979 77
21 2362 15
22 28 75
22 39 98
22 45 50
22 62 77
22 67 16
22 76 38
22 102 73
22 111 76
22 223 30
22 275 52
22 420 3
22 421 16
22 454 14
22 484 63
22 489 100
22 569 95
22 577 57
22 613 3
22 699 32
22 841 30
22 1028 86
22 1163 19
22 1288 60
22 1383 67
22 1406 47
22 1486 81
22 1787 86
22 1837 35
22 2006 100
22 2109 86
22 2432 92
23 488 41
23 910 60
23 1137 18
23 1292 57
23 2256 64
24 57 69
24 95 42
24 104 71
24 108 75
24 140 35
24 246 47
24 374 76
24 376 59
24 378 48
24 415 49
24 419 68
24 432 71
24 473 68
24 520 90
24 569 59
24 587 34
24 696 3
24 718 57
24 727 23
24 776 49
24 796 82
24 825 17
24 879 84
24 1020 79
24 1095 99
24 1203 27
24 1263 43
24 1378 10
24 1519 47
24 1547 95
24 1582 37
24 1977 34
25 44 30
25 153 47
25 190 81
25 429 18
25 446 99
25 467 28
25 532 13
25 827 2
25 854 10
25 889 86
25 1044 39
25 1363 14
25 1484 58
25 1543 93
25 1601 43
25 1770 20
25 2078 48
25 2108 61
25 2230 93
25 2345 47
25 2401 60
26 33 41
26 151 78
26 262 44
26 289 78
26 293 16
26 312 51
26 372 76
26 494 67
26 497 56
26 926 25
26 1435 99
26 1912 16
26 2184 52
26 2284 11
27 31 69
27 44 72
27 75 26
27 88 44
27 166 68
27 199 39
27 248 94
27 266 84
27 272 28
27 299 85
27 302 78
27 314 66
27 324 2
27 338 64
27 372 65
27 394 57
27 437 8
27 464 52
27 530 50
27 567 98
27 738 65
27 815 62
27 882 68
27 1001 86
27 1090 81
27 1126 6
27 1131 14
27 1190 31
27 1235 42
27 1241 49
27 1324 14
27 1329 15
27 1370 12
27 1376 89
27 1408 45
27 1522 17
27 1602 38
27 1616 97
27 1623 1
27 1766 97
27 1845 71
27 1901 47
27 2044 96
27 2066 54
27 2129 43
27 2147 92
27 2169 51
27 2188 12
27 2282 67
27 2335 80
27 2436 68
27 2438 7
28 108 90
28 234 38
28 311 40
28 721 90
28 1369 70
28 1626 96
28 1699 49
28 1784 1
28 2262 28
29 59 25
29 83 91
29 115 57
29 179 41
29 201 87
29 508 14
29 572 88
29 643 91
29 1148 64
29 1230 51
29 2065 5
29 2137 56
29 2168 99
30 52 62
30 56 9
30 65 92
30 76 47
30 91 54
30 103 74
30 132 56
30 137 93
30 148 68
30 156 91
30 173 68
30 298 57
30 307 55
30 449 1
30 465 39
30 467 70
30 588 36
30 602 14
30 657 4
30 697 11
30 742 76
30 750 49
30 851 20
30 857 62
30 903 83
30 1002 21
30 1368 31
30 1457 72
30 1505 28
30 1519 17
30 1624 7
30 1676 99
30 2018 97
30 2109 5
30 2121 5
30 2295 5
30 2389 36
30 2440 53
31 47 50
31 51 3
31 114 53
31 146 63
31 267 33
31 339 32
31 393 25
31 401 81
31 431 81
31 471 9
31 626 27
31 658 62
31 713 30
31 715 47
31 783 17
31 796 24
31 949 24
31 1251 16
31 1310 94
31 1367 41
31 1373 48
31 1589 43
31 1741 57
31 1948 72
31 2091 5
31 2123 85
31 2168 100
31 2258 66
31 2298 58
31 2342 80
31 2364 71
32 34 66
32 138 2
32 186 13
32 194 39
32 406 56
32 513 28
32 851 35
32 1031 80
32 1057 34
32 1157 22
32 1618 78
32 1735 24
32 1848 9
32 1936 14
32 2155 73
32 2329 56
32 2415 43
33 37 81
33 38 46
33 82 8
33 102 81
33 119 98
33 126 75
33 161 99
33 179 1
33 206 72
33 217 79
33 258 58
33 287 20
33 298 65
33 301 72
33 311 55
33 417 49
33 516 90
33 517 94
33 531 51
33 610 38
33 660 94
33 667 35
33 702 61
33 723 84
33 907 94
33 911 75
33 957 99
33 972 58
33 1239 75
33 1247 7
33 1393 8
33 1442 68
33 1550 52
33 1565 74
33 1590 1
33 1664 90
33 1667 92
33 1679 9
33 1736 6
33 1820 31
33 1876 31
33 1956 47
33 2403 27
34 38 81
34 78 67
34 94 80
34 125 72
34 178 28
34 209 80
34 237 49
34 252 72
34 275 23
34 303 14
34 317 17
34 335 97
34 338 23
34 541 56
34 674 6
34 741 67
34 764 58
34 831 30
34 1008 12
34 1029 43
34 1079 85
34 1226 8
34 1232 12
34 1619 36
34 1944 38
34 1957 96
34 2077 41
34 2110 27
34 2156 81
34 2392 42
35 49 26
35 77 2
35 96 21
35 128 3
35 141 5
35 275 57
35 342 33
35 961 53
35 1080 11
35 1509 84
35 1568 59
35 1628 58
35 2111 56
35 2119 47
35 2278 36
35 2430 64
36 66 13
37 53 84
37 264 15
37 282 47
37 345 21
37 359 33
37 572 88
37 664 21
37 767 47
37 1104 36
37 1259 77
37 1498 66
37 2462 86
38 48 46
38 80 26
38 81 13
38 82 54
38 105 85
38 159 14
38 166 64
38 226 85
38 279 56
38 309 66
38 332 51
38 335 59
38 350 83
38 394 36
38 414 49
38 460 98
38 462 7
38 522 94
38 526 28
38 544 62
38 572 53
38 584 86
38 589 41
38 600 61
38 643 12
38 658 15
38 687 55
38 716 7
38 739 51
38 794 88
38 953 61
38 1000 18
38 1074 56
38 1134 37
38 1150 92
38 1166 96
38 1169 22
38 1271 70
38 1295 54
38 1339 96
38 1453 21
38 1540 33
38 1729 83
38 1750 44
38 1772 7
38 1801 58
38 1831 79
38 1881 72
38 1896 87
38 1916 37
38 1918 31
38 1932 50
38 1984 84
38 2014 87
38 2144 13
38 2298 70
38 2301 54
38 2492 20
39 45 68
39 49 85
39 71 16
39 94 40
39 98 94
39 105 15
39 110 72
39 135 40
39 151 82
39 169 37
39 193 36
39 215 83
39 248 33
39 300 29
39 311 22
39 353 9
39 412 66
39 445 35
39 466 74
39 506 60
39 684 67
39 806 89
39 813 57
39 903 68
39 1019 37
39 1097 90
39 1175 23
39 1273 16
39 1609 4
39 2023 73
39 2051 29
39 2102 75
39 2364 46
39 2365 32
39 2393 39
39 2482 13
40 52 29
40 81 66
40 98 100
40 107 42
40 124 32
40 135 36
40 147 42
40 164 14
40 209 59
40 399 81
40 544 94
40 581 10
40 600 89
40 704 23
40 732 28
40 792 54
40 797 46
40 818 74
40 868 62
40 890 28
40 952 2
40 990 67
40 1222 35
40 1277 62
40 1412 47
40 1541 47
40 1921 42
40 2071 8
40 2191 75
40 2447 23
41 46 96
41 47 26
41 60 98
41 95 23
41 131 42
41 134 99
41 141 43
41 150 1
41 214 18
41 293 12
41 357 43
41 426 90
41 487 38
41 507 62
41 510 4
41 522 17
41 523 84
41 595 92
41 623 80
41 707 35
41 834 41
41 892 79
41 1053 66
41 1067 62
41 1089 92
41 1269 58
41 1557 48
41 1597 39
41 1612 35
41 1653 32
41 1829 89
41 1866 86
41 1880 17
41 2099 54
41 2251 96
41 2285 40
41 2316 98
42 66 20
42 69 59
42 80 58
42 82 21
42 96 51
42 200 95
42 345 16
42 407 29
42 443 8
42 469 63
42 470 51
42 492 97
42 493 86
42 538 28
42 654 48
42 736 50
42 748 4
42 826 69
42 922 74
42 983 70
42 1036 57
42 1075 74
42 1181 47
42 1203 37
42 1234 69
42 1546 65
42 1550 13
42 1563 31
42 1697 37
42 2019 8
42 2160 91
43 58 82
43 78 45
43 88 65
43 90 64
43 113 1
43 188 3
43 217 27
43 220 4
43 236 14
43 251 28
43 277 78
43 282 31
43 349 17
43 468 82
43 478 65
43 497 55
43 555 68
43 580 12
43 615 85
43 702 38
43 745 34
43 761 2
43 771 50
43 875 20
43 886 94
43 944 54
43 1064 55
43 1181 9
43 1283 70
43 1287 77
43 1434 31
43 1698 86
43 1860 68
43 1875 91
43 1882 81
43 1945 65
43 2034 97
43 2217 3
43 2457 32
43 2488 7
44 61 7
44 283 60
44 470 54
44 508 9
44 606 60
44 961 44
44 1025 18
44 1298 49
44 1352 22
44 1782 16
44 1797 4
45 53 29
45 68 63
45 260 42
45 284 95
45 337 83
45 474 88
45 531 22
45 779 92
45 880 52
45 1062 52
45 1183 35
45 1356 98
45 1390 46
45 1658 65
45 2321 66
45 2383 16
46 51 58
46 78 28
46 138 2
46 188 2
46 197 47
46 266 95
46 281 86
46 304 68
46 368 50
46 439 58
46 445 97
46 452 8
46 483 17
46 499 91
46 521 66
46 547 63
46 691 39
46 1089 46
46 1186 69
46 1207 88
46 1269 7
46 1281 45
46 1365 7
46 1550 64
46 1742 70
46 1958 80
46 2229 82
46 2477 2
47 53 66
47 54 89
47 139 22
47 163 29
47 332 24
47 633 52
47 747 25
47 871 23
47 1124 20
47 1147 94
47 1772 10
48 58 70
48 100 7
48 110 8
48 121 20
48 129 55
48 153 6
48 195 69
48 203 83
48 225 1
48 249 34
48 287 96
48 305 43
48 346 24
48 360 36
48 365 19
48 419 31
48 591 23
48 608 53
48 629 15
48 673 100
48 679 50
48 781 82
48 862 48
48 1018 81
48 1198 83
48 1361 23
48 1720 61
48 1882 82
48 1968 19
49 54 20
49 75 32
49 85 47
49 115 73
49 123 11
49 207 24
49 245 16
49 289 63
49 291 75
49 373 22
49 428 8
49 539 17
49 581 49
49 648 79
49 668 50
49 908 54
49 1067 8
49 1136 48
49 1174 7
49 1252 84
49 1297 14
49 1394 44
49 1443 34
49 1534 44
49 1625 32
49 1812 30
49 1987 92
49 2018 52
49 2033 21
49 2037 48
49 2100 65
49 2273 83
49 2300 36
49 2405 21
50 59 29
50 107 18
50 124 15
50 135 71
50 243 78
50 363 29
50 401 20
50 519 72
50 531 12
50 847 83
50 878 71
50 881 15
50 987 70
50 1052 45
50 1095 24
50 1713 38
50 1877 81
50 1878 39
50 1965 19
50 2301 33
50 2337 3
51 170 88
51 491 65
51 621 86
51 770 90
51 1460 78
51 1580 25
51 1891 39
51 2021 11
51 2154 57
51 2172 3
51 2272 59
51 2498 65
52 91 32
52 212 75
52 594 23
52 2206 11
53 134 66
53 156 77
53 313 64
53 492 36
53 545 72
53 671 95
53 1157 6
53 1295 92
53 1374 79
53 1528 76
53 1632 91
53 2002 28
53 2288 96
55 215 6
55 353 34
55 366 27
55 423 77
55 505 44
55 586 19
55 618 25
55 701 91
55 958 43
55 1101 5
55 1143 87
55 1418 91
55 1622 91
55 2167 64
55 2202 66
55 2455 73
56 64 58
56 76 11
56 90 44
56 126 65
56 250 84
56 253 34
56 291 14
56 398 3
56 428 16
56 493 79
56 505 92
56 538 83
56 549 43
56 759 37
56 777 44
56 790 52
56 800 94
56 814 89
56 888 18
56 905 16
56 969 1
56 1163 82
56 1188 2
56 1309 9
56 1321 7
56 1539 32
56 1634 46
56 1641 17
56 1672 44
56 1823 81
56 1983 68
56 2090 69
56 2129 90
56 2153 95
57 61 34
57 159 59
57 184 12
57 258 6
57 320 96
57 567 76
57 786 54
57 857 71
57 947 8
57 1380 4
57 1732 72
57 1838 91
57 1867 31
57 1963 23
57 1971 99
57 2037 50
57 2127 58
57 2164 90
57 2343 48
58 160 7
58 210 100
58 234 79
58 238 54
58 265 16
58 296 16
58 325 42
58 472 59
58 482 37
58 528 16
58 553 68
58 653 27
58 805 87
58 895 78
58 914 56
58 917 89
58 1176 58
58 1228 47
58 1497 81
58 1504 6
58 1554 26
58 1607 79
58 1612 73
58 1987 16
59 63 80
59 148 67
59 310 14
59 475 14
59 543 96
59 569 25
59 570 21
59 768 21
59 812 98
59 853 35
59 864 48
59 960 97
59 1060 25
59 1244 11
59 1678 75
59 1739 85
59 2207 66
60 94 47
60 181 17
60 185 70
60 196 40
60 368 3
60 427 19
60 526 74
60 551 45
60 713 18
60 727 100
60 731 90
60 736 98
60 770 11
60 786 9
60 855 19
60 918 68
60 1037 1
60 1062 41
60 1130 43
60 1272 23
60 1495 48
60 1499 69
60 1519 80
60 1610 44
60 1618 53
60 1790 26
60 1903 15
60 2084 47
60 2140 28
60 2202 62
60 2286 58
60 2456 79
61 68 36
61 159 62
61 177 67
61 182 81
61 193 95
61 228 64
61 383 19
61 408 67
61 483 58
61 620 67
61 729 48
61 786 71
61 894 62
61 899 73
61 1192 40
61 1200 12
61 1239 78
61 1302 93
61 1397 98
61 1762 53
61 1776 65
61 1901 95
61 2243 43
62 63 11
62 97 23
62 131 37
62 172 7
62 265 98
62 313 5
62 319 91
62 387 14
62 453 65
62 527 20
62 632 80
62 833 50
62 908 100
62 1135 40
62 1151 76
62 1212 25
62 1276 93
62 1476 42
62 1679 22
62 1897 80
62 2373 20
63 126 44
63 180 68
63 320 16
63 477 81
63 486 7
63 841 39
63 875 96
63 1109 68
63 1665 93
63 2116 79
64 70 18
64 102 35
64 176 94
64 224 44
64 316 69
64 413 70
64 442 81
64 519 27
64 524 38
64 588 47
64 675 13
64 937 43
64 954 99
64 1044 7
64 1060 98
64 1118 84
64 1122 27
64 1311 38
64 1411 2
64 1553 25
64 1602 33
64 1943 52
