500 1491
13 144 35
13 146 81
13 160 38
13 172 84
13 178 49
13 188 36
13 199 2
13 210 54
13 236 42
13 277 24
13 337 1
13 338 92
13 360 2
13 370 48
13 407 35
13 439 79
13 441 67
14 15 45
14 16 98
14 24 82
14 27 27
14 40 12
14 73 90
14 120 17
14 128 36
14 133 72
14 157 99
14 184 40
14 187 26
14 324 52
14 386 11
14 392 74
14 393 72
14 487 26
14 495 93
15 17 23
15 20 61
15 36 9
15 37 15
15 39 55
15 46 9
15 73 43
15 79 59
15 86 89
15 117 53
15 126 2
15 164 81
15 186 25
15 201 34
15 213 10
15 223 28
15 239 68
15 247 95
15 265 79
15 272 27
15 299 14
15 318 6
15 381 48
15 391 86
15 395 66
15 461 50
16 20 70
16 21 19
16 23 62
16 37 81
16 38 24
16 48 95
16 57 56
16 70 54
16 93 68
16 98 2
16 106 7
16 114 66
16 133 23
16 139 99
16 147 46
16 180 63
16 244 21
16 246 38
16 258 10
16 281 65
16 282 12
16 293 2
16 320 28
16 342 45
16 343 1
17 23 75
17 60 50
17 62 6
17 100 27
17 103 14
17 119 83
17 139 24
17 182 25
17 184 64
17 274 37
17 324 34
17 401 81
17 419 84
17 420 17
17 458 32
18 132 51
19 103 97
19 170 19
19 185 60
19 288 23
19 445 15
20 36 15
20 321 34
21 138 69
21 181 64
21 182 10
21 377 96
21 409 82
22 227 86
22 308 36
22 367 22
22 466 37
23 96 80
23 163 30
23 169 85
23 219 25
23 259 84
24 30 57
24 34 63
24 35 47
24 71 70
24 72 39
24 88 20
24 96 57
24 105 51
24 116 88
24 122 63
24 152 81
24 171 70
24 204 94
24 219 20
24 238 66
24 248 90
24 257 20
24 263 15
24 321 24
24 341 38
24 405 93
24 427 81
24 435 59
24 436 34
25 76 8
25 121 44
25 372 73
25 456 20
26 50 77
26 61 68
26 88 64
26 192 45
26 220 22
26 390 56
26 434 62
27 41 25
27 220 77
30 64 30
30 150 7
30 259 54
30 271 58
30 280 58
30 301 54
30 313 98
30 388 28
30 448 36
30 462 1
30 489 73
31 77 98
31 111 40
31 129 45
31 135 32
31 207 90
31 212 85
31 215 88
31 306 82
31 312 55
31 352 28
31 391 51
31 406 97
31 454 18
32 42 32
32 54 12
32 70 91
32 125 31
32 135 92
32 185 4
32 194 3
32 198 53
32 324 94
32 339 42
32 392 57
33 34 1
33 67 90
33 293 32
33 389 10
33 426 13
33 437 75
34 134 89
34 195 6
34 311 68
34 325 42
34 421 90
34 424 17
35 61 85
35 63 4
35 67 76
35 71 70
35 72 87
35 113 95
35 154 42
35 172 53
35 264 11
35 314 75
35 377 13
35 399 13
35 479 46
36 75 98
36 109 5
36 110 25
36 154 53
36 156 56
36 288 21
36 414 53
37 39 72
37 51 84
37 62 22
37 90 65
37 156 80
37 165 26
37 169 59
37 256 31
37 306 54
37 368 86
37 375 73
38 70 30
38 167 92
38 203 8
38 268 86
38 371 88
38 372 90
38 440 83
39 49 56
39 56 55
39 112 24
39 142 18
39 147 27
39 174 82
39 193 96
39 221 2
39 303 93
39 307 49
39 319 52
39 338 52
39 388 79
39 404 98
40 52 30
40 71 24
40 153 6
40 160 38
40 231 92
40 245 53
40 397 36
40 402 22
40 436 13
41 117 53
41 164 1
41 237 66
41 317 98
41 479 8
42 113 12
42 120 78
42 237 54
42 259 29
42 279 18
42 345 24
42 372 67
42 405 84
42 490 15
43 59 30
44 52 49
44 58 24
44 60 43
44 93 33
44 192 50
44 221 26
44 225 82
44 331 22
44 360 52
44 379 28
44 398 63
44 443 20
44 446 60
44 455 78
45 60 19
45 137 54
45 309 13
46 288 32
47 67 52
47 124 51
47 213 33
47 262 77
47 337 20
48 49 47
48 69 5
48 112 73
48 301 2
48 328 81
48 336 17
48 353 76
49 52 51
49 66 89
49 83 19
49 158 28
49 223 59
49 275 9
49 298 40
49 358 25
49 401 12
49 491 73
50 80 66
50 138 23
50 199 59
50 208 34
50 345 99
51 76 25
51 82 81
51 246 6
51 260 49
51 356 94
52 255 27
53 91 68
53 269 27
54 227 58
54 422 100
55 58 85
55 161 2
55 187 8
55 257 49
55 445 67
56 125 66
57 101 55
57 157 31
57 430 43
58 102 43
58 386 39
58 498 16
59 76 25
59 77 87
59 168 32
60 66 96
60 84 53
60 107 95
60 332 70
60 449 28
60 484 29
61 69 64
61 95 50
61 101 46
61 111 8
61 128 99
61 148 36
61 159 5
61 175 32
61 176 87
61 229 29
61 239 37
61 246 3
61 333 96
62 74 42
62 94 37
62 146 100
62 222 97
62 303 18
62 452 92
62 489 35
63 83 8
63 108 31
63 309 94
63 488 49
64 65 39
64 69 41
64 78 22
64 114 71
64 120 64
64 181 100
64 216 56
64 332 35
64 482 18
65 130 9
65 164 86
65 208 69
65 268 13
65 272 14
65 390 25
65 423 4
65 434 32
66 141 61
66 166 58
66 276 9
66 383 1
66 412 8
67 114 18
67 458 42
68 98 14
68 119 64
68 140 79
68 190 56
68 220 65
68 313 99
68 315 87
69 90 50
69 333 85
70 95 30
70 99 38
70 112 86
70 132 74
70 136 75
70 361 27
70 416 21
70 469 69
71 79 44
71 105 53
71 107 64
71 138 3
71 144 12
71 182 27
71 299 13
71 313 25
71 438 84
72 163 66
72 367 27
72 476 9
73 110 42
73 119 91
73 137 51
73 197 45
73 214 40
73 230 18
73 236 14
73 320 49
73 339 83
73 406 83
74 91 61
74 92 8
74 97 9
74 179 6
74 196 65
74 226 62
74 287 28
74 439 68
74 466 45
74 492 2
75 84 98
75 118 38
75 154 24
75 190 70
75 191 43
75 194 26
75 238 74
75 242 57
75 283 86
75 385 7
75 407 92
75 478 69
76 87 31
76 284 39
76 331 49
76 354 7
76 465 96
77 78 72
77 98 49
77 132 2
77 139 94
77 250 54
77 252 90
77 260 26
77 325 80
77 327 41
77 398 94
77 457 83
78 147 35
78 155 94
78 265 6
79 80 1
79 92 40
79 104 93
79 106 57
79 117 65
79 122 68
79 169 58
79 206 96
79 267 84
79 280 76
79 292 65
79 391 1
79 401 66
79 421 77
79 422 37
79 475 94
79 477 28
80 150 85
80 319 57
81 166 3
81 210 16
81 232 18
81 394 51
81 408 9
82 155 9
82 196 53
82 198 54
82 218 13
82 263 36
82 462 15
83 166 58
83 178 52
83 233 60
83 315 98
83 467 83
83 487 20
84 94 49
84 261 26
84 297 94
84 300 33
84 339 36
84 460 35
85 100 12
85 106 30
85 143 11
85 186 67
85 251 79
85 304 17
85 427 35
86 89 27
86 145 56
86 183 24
86 235 92
86 318 72
86 356 1
86 366 43
87 99 88
87 118 75
87 228 21
87 233 82
87 457 40
88 96 76
88 127 51
88 296 54
88 334 53
88 344 99
88 345 47
88 415 7
88 480 75
89 469 44
89 471 86
89 483 98
90 94 15
90 158 28
90 181 4
90 225 87
90 347 82
90 382 14
91 200 93
91 207 46
92 107 37
92 243 20
92 281 86
92 317 95
92 355 1
92 447 84
92 459 58
92 478 22
93 129 97
93 330 1
93 457 44
95 212 89
96 454 38
97 128 55
97 206 36
97 267 90
98 108 24
98 208 23
100 195 9
100 388 13
100 437 79
101 206 1
102 108 72
102 374 52
102 409 21
103 276 4
103 289 51
103 298 61
103 361 79
103 371 84
103 416 49
104 289 60
104 319 55
104 393 100
104 467 39
104 492 48
105 115 11
105 143 83
105 229 37
105 245 99
106 124 32
106 392 38
106 497 8
107 294 86
107 431 42
108 224 50
108 295 90
108 381 78
108 489 72
109 410 36
110 228 86
110 267 38
111 488 23
112 121 39
112 133 59
112 140 8
112 162 67
112 255 57
112 295 18
112 352 72
112 419 96
113 126 30
113 303 76
114 162 80
114 201 44
114 447 61
115 430 25
116 273 41
116 290 51
116 373 79
116 403 23
116 428 97
117 143 44
117 226 13
117 243 72
117 244 19
117 258 85
117 403 19
117 434 86
118 137 20
118 396 45
119 151 68
119 174 29
119 175 14
120 140 5
120 381 84
120 385 90
121 180 34
121 215 96
121 448 8
121 490 66
122 256 13
123 141 37
123 201 7
123 224 26
123 261 97
123 367 51
123 433 1
123 483 41
124 459 34
125 161 4
125 440 88
126 163 18
126 397 28
127 142 93
127 149 80
127 177 32
127 253 70
127 273 81
127 300 18
127 333 93
127 340 83
127 349 8
127 373 83
127 408 17
127 415 100
127 426 51
127 442 91
127 463 91
127 472 11
127 484 100
128 217 88
128 251 70
128 423 31
129 323 64
130 144 12
130 167 44
130 277 71
130 368 48
132 149 64
132 156 20
132 249 60
132 297 11
132 314 36
132 411 3
132 440 73
132 495 86
133 158 63
133 221 91
133 362 25
133 419 80
134 145 12
134 153 95
134 334 61
135 202 16
135 302 91
136 174 32
136 285 20
137 250 35
138 287 21
138 477 87
139 189 56
139 234 54
139 308 22
139 397 50
139 435 3
139 444 48
140 293 96
140 321 86
140 325 7
140 393 2
140 398 36
141 152 80
141 222 19
141 344 77
141 369 7
141 468 28
142 188 99
142 242 5
142 420 55
143 197 48
143 320 63
143 383 9
144 217 83
145 173 84
145 188 19
145 217 26
145 287 87
145 363 86
145 411 87
145 450 4
146 243 55
147 482 8
148 245 11
148 318 92
148 443 20
148 463 22
149 162 42
151 231 12
151 254 82
151 269 2
151 461 61
152 173 8
152 271 73
152 383 44
153 292 95
154 358 82
155 176 42
155 351 6
155 379 74
155 404 43
156 193 57
156 429 62
157 171 25
157 266 67
157 431 26
157 472 50
158 165 54
158 247 94
158 262 73
158 323 44
158 346 8
159 274 31
159 310 16
159 326 4
159 363 13
159 464 19
160 170 37
160 178 35
160 179 17
160 241 36
160 322 34
161 180 68
161 277 83
161 329 55
161 330 94
161 382 44
162 251 21
162 296 46
163 189 23
163 204 97
163 269 62
163 274 56
163 338 88
163 390 4
164 292 89
166 248 59
168 191 58
168 204 1
168 312 40
170 411 88
171 198 100
171 275 20
171 285 51
171 301 92
171 317 62
171 329 82
171 428 95
171 468 69
174 254 49
174 291 85
175 452 62
176 183 95
176 240 81
176 302 2
176 347 45
176 412 41
178 203 69
178 336 77
179 192 48
179 350 21
179 366 11
179 495 81
180 213 28
180 304 4
180 454 35
180 486 68
183 351 72
183 362 78
184 211 88
184 218 10
184 272 86
184 281 4
184 488 36
186 286 33
186 425 100
186 450 42
186 490 66
187 252 23
187 417 95
188 378 53
189 327 32
189 455 91
192 278 63
194 240 50
194 451 15
195 279 53
196 273 63
196 437 28
196 447 83
198 350 48
199 256 6
199 298 81
199 353 69
201 203 90
201 266 68
201 476 40
202 227 3
202 270 74
202 453 70
202 492 54
203 214 30
203 353 96
205 408 7
206 218 41
206 344 54
206 484 20
208 252 68
208 365 6
210 214 41
210 294 85
211 364 28
213 263 7
213 275 71
213 276 44
213 302 100
213 326 44
213 498 41
214 247 81
214 283 83
214 355 65
214 385 30
215 357 7
217 357 51
217 451 10
219 382 81
219 468 44
219 494 15
221 311 10
222 299 14
222 418 8
223 232 39
223 235 21
223 238 56
223 356 6
224 254 79
224 375 19
224 481 41
225 265 54
227 316 21
227 354 40
227 389 59
227 448 17
227 470 90
228 337 51
228 432 25
229 253 62
229 309 32
231 233 93
231 359 68
234 294 91
234 365 88
236 409 70
238 348 48
239 359 94
240 380 69
241 376 28
242 310 41
243 464 93
244 470 98
245 250 10
246 283 9
247 322 35
247 369 95
247 441 6
250 482 28
252 282 65
252 400 34
257 329 55
257 414 14
259 341 100
263 284 28
265 364 70
266 469 8
269 311 58
271 316 84
271 386 23
271 449 36
271 464 6
272 414 21
278 485 6
279 364 73
280 427 6
281 335 15
281 413 74
282 340 30
283 308 90
283 425 20
285 296 21
285 407 84
285 466 58
287 452 74
288 350 35
289 475 34
291 387 93
291 477 56
292 348 34
292 374 44
293 395 17
293 404 48
294 307 72
294 429 15
295 336 33
295 352 50
295 396 25
296 297 10
296 465 96
297 363 39
297 379 19
297 425 41
305 349 61
305 433 75
305 449 42
308 343 99
310 453 60
310 494 45
311 314 52
311 369 60
315 428 75
321 357 19
322 389 56
328 387 74
329 377 14
330 429 84
330 496 43
333 460 4
334 431 92
336 483 98
338 442 66
338 499 41
341 456 17
341 462 43
343 378 20
344 405 24
345 493 78
346 410 22
347 358 44
347 402 1
347 439 85
348 412 93
351 475 3
359 498 29
361 375 82
364 410 33
367 384 74
371 446 28
373 413 38
374 395 53
380 463 58
380 499 39
383 435 28
388 415 36
388 451 55
391 394 86
391 433 59
392 487 65
394 417 39
395 473 43
396 399 19
399 496 16
406 461 42
410 423 30
413 491 33
414 481 74
419 438 62
421 473 44
422 467 5
423 471 64
425 471 30
446 465 55
448 491 37
457 476 39
458 485 78
467 479 45
471 496 65
477 494 27
