10000 29991
0 3023 82
0 3024 60
0 3026 87
0 3075 96
0 3092 20
0 3095 83
0 3099 98
0 3126 69
0 3162 77
0 3188 75
0 3197 94
0 3199 7
0 3208 45
0 3280 53
0 3290 98
0 3298 49
0 3315 53
0 3320 11
0 3366 43
0 3433 15
0 3452 25
0 3456 86
0 3519 1
0 3567 40
0 3595 38
0 3621 85
0 3646 98
0 3663 67
0 3699 97
0 3705 56
0 3717 53
0 3751 4
0 3784 3
0 3794 52
0 3796 84
0 3840 42
0 3892 76
0 3903 20
0 3906 90
0 3914 26
0 3961 68
0 3978 22
0 4003 16
0 4018 53
0 4019 65
0 4024 38
0 4052 71
0 4087 96
0 4106 17
0 4117 34
0 4156 92
0 4178 98
0 4211 80
0 4226 58
0 4258 4
0 4260 79
0 4261 73
0 4282 70
0 4368 79
0 4398 58
0 4406 71
0 4407 89
0 4448 74
0 4593 41
0 4632 74
0 4645 73
0 4764 35
0 4797 84
0 4809 17
0 4919 44
0 4930 35
0 4995 95
0 5029 17
0 5048 89
0 5123 57
0 5125 4
0 5230 92
0 5330 95
0 5463 59
0 5553 97
0 5624 20
0 5702 31
0 5707 92
0 5735 30
0 5803 89
0 5967 88
0 5996 65
0 6055 7
0 6066 31
0 6227 1
0 6253 6
0 6260 59
0 6305 47
0 6373 3
0 6386 92
0 6421 76
0 6449 56
0 6473 27
0 6477 92
0 6553 7
0 6648 78
0 6652 86
0 6727 28
0 6756 56
0 6796 93
0 6936 29
0 7075 90
0 7129 52
0 7346 28
0 7389 80
0 7412 7
0 7550 21
0 7699 53
0 7711 40
0 7715 46
0 7764 73
0 7989 13
0 8022 90
0 8039 35
0 8077 63
0 8116 24
0 8208 52
0 8236 45
0 8240 18
0 8245 49
0 8256 73
0 8258 49
0 8268 17
0 8283 100
0 8440 73
0 8442 82
0 8471 39
0 8504 80
0 8741 5
0 8766 62
0 8835 66
0 8845 86
0 8941 50
0 8948 29
0 9082 47
0 9141 93
0 9142 30
0 9265 100
0 9303 46
0 9385 68
0 9427 91
0 9556 10
0 9559 5
0 9564 40
0 9588 17
0 9600 87
0 9627 29
0 9632 14
0 9675 65
0 9679 90
0 9705 83
0 9720 46
0 9724 6
0 9774 66
0 9842 62
0 9857 35
0 9875 42
1 4 77
1 26 96
1 34 47
1 39 13
1 48 93
1 58 14
1 62 45
1 119 70
1 128 78
1 143 23
1 211 36
1 247 39
1 254 74
1 263 65
1 329 61
1 369 40
1 395 75
1 396 1
1 411 84
1 416 37
1 440 92
1 451 12
1 497 88
1 607 96
1 620 58
1 627 14
1 667 41
1 851 63
1 876 36
1 899 10
1 1079 53
1 1083 19
1 1195 72
1 1319 66
1 1339 42
1 1428 58
1 1434 41
1 1457 78
1 1685 78
1 1896 98
1 1922 16
1 2265 2
1 2341 50
1 2353 92
1 2369 5
1 2603 82
1 2687 55
1 2812 88
1 2832 86
1 2933 72
1 3011 43
1 3060 69
1 3159 11
1 3202 2
1 3261 33
1 3264 52
1 3276 71
1 3476 82
1 3538 78
1 3579 18
1 3840 94
1 3868 34
1 3939 12
1 3959 58
1 4011 13
1 4032 18
1 4042 21
1 4272 3
1 4406 82
1 4431 23
1 4445 18
1 4614 64
1 5077 80
1 5120 13
1 5324 20
1 5475 37
1 5488 64
1 5570 51
1 5585 36
1 5659 87
1 5777 11
1 5886 31
1 5902 1
1 6006 35
1 6036 3
1 6318 79
1 6365 60
1 6545 33
1 6565 55
1 6636 82
1 7452 82
1 7555 76
1 7718 91
1 7897 4
1 7911 85
1 7947 88
1 8286 90
1 8423 36
1 8440 49
1 8560 84
1 8648 91
1 8665 16
1 8733 39
1 8996 26
1 9009 31
1 9213 63
1 9360 79
1 9613 24
1 9726 28
1 9836 44
2 4 72
2 5 81
2 7 82
2 9 24
2 12 19
2 13 13
2 21 61
2 27 47
2 29 77
2 30 78
2 31 48
2 33 42
2 37 80
2 39 68
2 40 72
2 42 58
2 47 4
2 50 9
2 59 75
2 61 64
2 67 22
2 76 69
2 79 6
2 87 30
2 88 19
2 92 76
2 94 32
2 121 19
2 128 43
2 137 81
2 138 49
2 141 9
2 148 15
2 156 75
2 162 24
2 165 47
2 184 86
2 197 80
2 198 37
2 207 45
2 218 97
2 226 16
2 240 51
2 245 69
2 261 82
2 284 23
2 301 39
2 316 79
2 332 18
2 334 42
2 403 20
2 405 20
2 509 51
2 511 100
2 548 60
2 557 4
2 586 15
2 591 14
2 606 34
2 614 6
2 634 17
2 659 12
2 680 73
2 727 24
2 728 25
2 772 56
2 805 95
2 841 73
2 921 57
2 975 7
2 976 86
2 1051 46
2 1062 42
2 1175 85
2 1241 16
2 1251 58
2 1271 86
2 1302 10
2 1316 20
2 1404 68
2 1723 36
2 1728 68
2 1752 88
2 1802 16
2 2241 99
2 2246 60
2 2295 97
2 2332 29
2 2355 77
2 2361 10
2 2446 72
2 2449 4
2 2483 91
2 2540 67
2 2620 34
2 2626 1
2 2715 51
2 2716 47
2 2740 21
2 2805 5
2 2879 27
2 2903 98
2 2985 69
2 3059 20
2 3127 85
2 3128 24
2 3138 26
2 3142 29
2 3221 59
2 3233 46
2 3256 42
2 3541 37
2 3586 24
2 3603 50
2 3714 35
2 3783 12
2 3784 84
2 4066 97
2 4128 23
2 4185 32
2 4245 75
2 4259 80
2 4273 11
2 4505 24
2 4592 6
2 4609 35
2 4660 2
2 4708 94
2 4882 61
2 4925 67
2 4934 45
2 4951 97
2 4957 42
2 4992 93
2 5030 11
2 5041 89
2 5123 70
2 5245 15
2 5448 40
2 5452 57
2 5668 46
2 5718 69
2 5790 22
2 5946 69
2 6008 46
2 6037 11
2 6104 69
2 6123 14
2 6175 82
2 6197 79
2 6234 55
2 6281 45
2 6521 38
2 6545 38
2 6547 81
2 6583 24
2 6696 62
2 6718 50
2 6815 67
2 6852 57
2 6860 57
2 7077 92
2 7256 87
2 7276 84
2 7354 62
2 7558 82
2 7572 73
2 7625 62
2 7746 16
2 7813 9
2 7821 87
2 7830 26
2 8038 22
2 8100 16
2 8204 36
2 8276 41
2 8277 30
2 8396 13
2 8592 99
2 8594 8
2 8671 21
2 8843 63
2 8899 74
2 8996 26
2 9073 91
2 9228 57
2 9243 65
2 9316 14
2 9466 93
2 9558 23
2 9777 40
2 9820 41
3 6 75
3 7 43
3 17 19
3 19 96
3 24 49
3 27 41
3 60 75
3 69 5
3 71 26
3 74 57
3 80 69
3 84 24
3 135 95
3 159 69
3 174 29
3 251 24
3 361 93
3 371 87
3 387 54
3 428 97
3 433 13
3 448 12
3 462 67
3 488 18
3 541 80
3 545 49
3 547 24
3 566 84
3 582 89
3 616 3
3 648 30
3 802 75
3 826 95
3 865 21
3 918 47
3 1015 38
3 1163 54
3 1187 33
3 1259 19
3 1283 30
3 1382 44
3 1455 68
3 1617 36
3 1661 82
3 1692 66
3 1863 57
3 1867 32
3 1876 49
3 1891 85
3 1916 50
3 2329 94
3 2340 82
3 2349 26
3 2389 43
3 2636 33
3 2780 4
3 2938 25
3 3097 60
3 3130 15
3 3212 6
3 3227 45
3 3911 81
3 4049 4
3 4154 33
3 4281 97
3 4345 11
3 4594 6
3 4755 38
3 4772 4
3 4808 84
3 5041 56
3 5133 43
3 5611 13
3 5645 92
3 5838 48
3 5905 29
3 5952 34
3 6107 100
3 6340 36
3 6404 5
3 6537 56
3 6623 79
3 6652 74
3 6901 32
3 7091 93
3 7213 75
3 7312 92
3 7474 27
3 7651 40
3 7654 3
3 7930 70
3 7991 49
3 8129 5
3 8134 4
3 8140 39
3 8478 20
3 8834 37
3 8973 33
3 9518 29
3 9543 28
3 9658 95
3 9773 91
3 9804 57
3 9908 54
4 5 96
4 6 36
4 10 83
4 11 45
4 15 59
4 16 4
4 20 98
4 21 94
4 30 28
4 41 33
4 46 24
4 49 77
4 52 43
4 70 28
4 77 3
4 88 90
4 96 5
4 102 40
4 104 19
4 122 3
4 125 74
4 134 22
4 144 54
4 145 97
4 149 5
4 151 2
4 156 74
4 175 1
4 187 59
4 199 29
4 202 71
4 212 84
4 227 61
4 242 94
4 243 74
4 244 36
4 270 59
4 305 11
4 334 65
4 340 76
4 343 38
4 347 100
4 438 3
4 452 20
4 453 86
4 457 98
4 477 15
4 487 59
4 495 5
4 518 80
4 540 61
4 553 49
4 620 59
4 659 51
4 689 42
4 691 14
4 716 27
4 746 74
4 789 92
4 810 19
4 869 93
4 892 87
4 926 24
4 972 24
4 987 86
4 1010 60
4 1012 44
4 1015 38
4 1021 23
4 1028 60
4 1056 94
4 1063 29
4 1078 78
4 1094 61
4 1095 20
4 1166 4
4 1172 53
4 1183 39
4 1236 94
4 1292 39
4 1296 13
4 1301 13
4 1339 61
4 1372 16
4 1433 69
4 1493 75
4 1494 69
4 1524 29
4 1565 17
4 1581 18
4 1662 5
4 1699 11
4 1703 4
4 1714 66
4 1735 86
4 1743 24
4 1744 33
4 1807 74
4 1880 37
4 1913 1
4 1983 42
4 1991 33
4 2136 25
4 2173 68
4 2196 30
4 2248 93
4 2254 62
4 2263 90
4 2341 70
4 2365 91
4 2382 80
4 2415 80
4 2434 98
4 2447 10
4 2540 23
4 2622 74
4 2630 61
4 2644 18
4 2650 38
4 2703 96
4 2785 44
4 2815 24
4 2938 48
4 2942 37
4 2952 72
4 2979 3
4 3098 49
4 3124 32
4 3147 93
4 3193 94
4 3278 69
4 3302 89
4 3572 6
4 3688 60
4 3833 42
4 3876 28
4 4031 58
4 4179 97
4 4224 66
4 4301 70
4 4347 16
4 4351 10
4 4361 19
4 4503 95
4 4697 15
4 4749 29
4 4817 64
4 4830 28
4 4864 59
4 5071 89
4 5132 95
4 5191 95
4 5218 51
4 5226 94
4 5243 11
4 5327 48
4 5337 8
4 5414 93
4 5417 68
4 5443 46
4 5597 75
4 5695 29
4 6080 17
4 6161 80
4 6204 99
4 6233 83
4 6234 100
4 6465 39
4 6539 64
4 6547 13
4 6567 86
4 6591 41
4 6887 64
4 7102 61
4 7116 55
4 7119 62
4 7172 61
4 7350 70
4 7475 78
4 7515 63
4 7553 45
4 7588 65
4 7595 18
4 7619 74
4 7777 38
4 7825 91
4 7852 28
4 7982 84
4 8180 49
4 8185 44
4 8203 41
4 8255 73
4 8668 81
4 8714 26
4 8748 52
4 8780 48
4 8917 43
4 9152 12
4 9373 94
4 9469 30
4 9515 1
4 9577 58
4 9602 67
4 9653 47
4 9699 5
4 9732 99
4 9864 67
4 9993 100
5 7 19
5 9 9
5 11 30
5 38 41
5 59 73
5 68 53
5 83 31
5 86 72
5 108 78
5 140 82
5 149 49
5 169 26
5 172 63
5 181 67
5 199 23
5 220 100
5 238 37
5 262 96
5 282 81
5 285 96
5 291 21
5 318 44
5 343 29
5 351 2
5 381 52
5 432 87
5 435 78
5 453 84
5 477 44
5 484 6
5 522 81
5 575 14
5 581 12
5 582 99
5 613 94
5 641 8
5 721 3
5 728 21
5 744 86
5 779 23
5 913 19
5 961 94
5 994 1
5 1205 2
5 1219 98
5 1254 70
5 1330 84
5 1333 52
5 1466 17
5 1525 100
5 1550 69
5 1600 89
5 1640 80
5 1653 78
5 1679 93
5 1758 19
5 1848 35
5 1864 95
5 1883 52
5 1893 32
5 1972 50
5 2131 90
5 2225 83
5 2325 45
5 2503 65
5 2679 96
5 2731 85
5 2755 76
5 2781 90
5 2809 100
5 2907 94
5 2951 99
5 2958 100
5 2974 54
5 2978 50
5 3084 32
5 3112 19
5 3189 87
5 3250 17
5 3273 95
5 3427 35
5 3429 13
5 3616 52
5 3662 75
5 3782 13
5 3873 60
5 4047 33
5 4125 20
5 4314 80
5 4415 97
5 4458 82
5 4505 58
5 4568 13
5 4668 26
5 4704 16
5 4706 34
5 4793 92
5 4813 86
5 4931 35
5 4964 17
5 4966 85
5 4988 17
5 4990 92
5 5038 29
5 5148 76
5 5301 39
5 5339 16
5 5400 52
5 5699 53
5 5815 84
5 5825 86
5 5849 39
5 5951 45
5 6043 40
5 6045 7
5 6100 76
5 6141 11
5 6153 37
5 6160 16
5 6196 71
5 6368 8
5 6494 47
5 6506 66
5 6538 64
5 6575 28
5 6707 95
5 6830 94
5 6935 60
5 6996 51
5 7146 29
5 7225 35
5 7272 2
5 7364 38
5 7422 4
5 7780 9
5 7981 23
5 8048 76
5 8061 92
5 8105 53
5 8123 91
5 8155 46
5 8213 85
5 8324 49
5 8366 53
5 8389 7
5 8390 5
5 8520 3
5 8717 70
5 8754 47
5 9646 47
5 9996 49
6 8 62
6 10 14
6 11 45
6 12 18
6 13 53
6 14 87
6 15 78
6 19 83
6 25 89
6 26 57
6 28 40
6 36 99
6 38 18
6 51 88
6 55 64
6 58 9
6 63 38
6 70 32
6 89 92
6 115 36
6 124 27
6 125 54
6 127 34
6 133 32
6 143 44
6 145 29
6 179 48
6 211 17
6 213 29
6 235 83
6 245 12
6 249 41
6 276 65
6 277 41
6 281 50
6 293 22
6 295 29
6 300 79
6 310 55
6 319 39
6 322 79
6 342 72
6 348 48
6 373 30
6 398 20
6 443 15
6 444 94
6 454 21
6 465 16
6 475 67
6 524 95
6 531 35
6 616 12
6 652 88
6 669 11
6 683 74
6 711 68
6 732 5
6 792 73
6 793 91
6 795 22
6 870 17
6 880 89
6 904 22
6 970 23
6 1048 8
6 1071 72
6 1078 68
6 1085 67
6 1136 75
6 1140 81
6 1169 9
6 1174 22
6 1193 42
6 1207 68
6 1210 44
6 1237 34
6 1239 20
6 1276 9
6 1326 54
6 1378 58
6 1392 1
6 1512 14
6 1530 77
6 1614 87
6 1623 31
6 1737 38
6 1813 9
6 1854 62
6 1926 75
6 1961 9
6 2034 42
6 2035 33
6 2076 79
6 2088 11
6 2089 61
6 2140 33
6 2154 17
6 2164 68
6 2194 28
6 2296 70
6 2343 72
6 2400 16
6 2404 72
6 2410 26
6 2463 69
6 2483 14
6 2557 32
6 2581 26
6 2645 67
6 2670 94
6 2681 90
6 2708 57
6 2719 63
6 2723 50
6 2854 96
6 2863 52
6 2964 76
6 2982 87
6 2989 24
6 3144 50
6 3145 38
6 3283 23
6 3391 17
6 3408 29
6 3488 15
6 3565 100
6 3594 1
6 3691 17
6 4016 13
6 4018 51
6 4137 96
6 4166 65
6 4184 97
6 4219 62
6 4235 90
6 4302 95
6 4324 51
6 4517 72
6 4548 37
6 4701 45
6 4780 28
6 4857 3
6 4876 78
6 4948 30
6 5063 74
6 5189 4
6 5242 44
6 5307 48
6 5345 84
6 5357 24
6 5361 12
6 5365 26
6 5368 79
6 5379 87
6 5421 41
6 5494 83
6 5517 39
6 5593 74
6 5608 8
6 5618 64
6 5749 34
6 5841 82
6 5853 82
6 5953 21
6 6100 2
6 6414 24
6 6420 4
6 6510 59
6 6635 30
6 6690 24
6 6697 96
6 6738 21
6 6741 86
6 6751 79
6 6797 1
6 6807 8
6 6810 60
6 6862 48
6 6933 65
6 6970 69
6 7027 37
6 7102 6
6 7161 3
6 7177 95
6 7455 68
6 7468 2
6 7650 68
6 7741 5
6 7763 23
6 7871 100
6 7919 70
6 7975 2
6 8120 34
6 8132 83
6 8140 96
6 8269 4
6 8370 11
6 8438 57
6 8484 11
6 8523 99
6 8799 100
6 8818 19
6 8914 81
6 8954 98
6 9012 23
6 9258 97
6 9279 1
6 9414 75
6 9441 37
6 9480 47
6 9490 17
6 9565 80
6 9586 7
6 9737 49
6 9912 71
6 9934 20
7 8 5
7 10 18
7 13 99
7 23 10
7 32 18
7 41 46
7 42 24
7 49 12
7 65 86
7 76 44
7 85 57
7 90 21
7 97 34
7 102 5
7 131 9
7 135 25
7 150 91
7 153 52
7 220 74
7 228 2
7 237 80
7 249 93
7 250 10
7 264 59
7 300 51
7 401 12
7 411 93
7 415 93
7 438 1
7 441 86
7 449 29
7 483 13
7 490 71
7 522 86
7 549 63
7 574 59
7 587 46
7 713 6
7 721 31
7 753 20
7 812 99
7 930 85
7 942 75
7 1077 59
7 1226 44
7 1248 87
7 1314 51
7 1315 57
7 1318 82
7 1460 98
7 1541 14
7 1660 72
7 1710 68
7 1713 81
7 1843 54
7 1872 44
7 1890 100
7 1898 86
7 1916 91
7 1971 17
7 1978 8
7 1987 1
7 2051 2
7 2110 98
7 2135 100
7 2137 7
7 2294 61
7 2639 23
7 2785 32
7 2837 30
7 2899 34
7 2942 2
7 2949 10
7 2965 77
7 2994 10
7 3003 14
7 3021 71
7 3105 77
7 3151 54
7 3154 38
7 3247 50
7 3313 57
7 3398 43
7 3415 19
7 3420 73
7 3483 87
7 3535 39
7 3568 36
7 3617 55
7 3645 7
7 3810 50
7 4364 63
7 4394 27
7 4449 47
7 4580 72
7 4621 76
7 4761 73
7 4789 36
7 4807 71
7 4843 27
7 4988 74
7 5159 12
7 5279 49
7 5363 63
7 5431 81
7 5446 1
7 5497 67
7 5743 32
7 5765 11
7 5775 31
7 5837 24
7 5935 96
7 5953 73
7 6075 39
7 6401 40
7 6458 48
7 6586 20
7 6634 65
7 6771 42
7 6844 70
7 7013 90
7 7017 97
7 7035 51
7 7053 47
7 7279 86
7 7590 70
7 7620 33
7 7791 2
7 7829 43
7 7839 74
7 8273 72
7 8287 1
7 8327 41
7 8356 80
7 8544 21
7 8805 55
7 8875 56
7 8887 51
7 8986 37
7 9118 38
7 9449 78
7 9738 34
8 26 33
8 34 27
8 65 29
8 70 45
8 96 72
8 105 46
8 109 77
8 166 17
8 257 21
8 327 62
8 496 66
8 530 72
8 678 22
8 980 44
8 1023 72
8 1036 56
8 1105 68
8 1384 63
8 1500 40
8 1527 27
8 1576 25
8 1760 1
8 2143 75
8 2573 7
8 2669 75
8 2940 4
8 3216 64
8 3514 22
8 3845 23
8 4346 51
8 4722 42
8 6013 28
8 6939 32
8 6982 31
8 8328 2
8 8915 47
8 9014 79
8 9609 9
9 14 40
9 16 62
9 19 18
9 30 86
9 31 12
9 66 36
9 69 45
9 71 34
9 73 80
9 100 30
9 104 46
9 112 33
9 113 46
9 115 58
9 134 21
9 141 56
9 153 51
9 163 54
9 184 29
9 189 94
9 195 42
9 206 75
9 207 3
9 214 28
9 215 22
9 240 76
9 248 68
9 266 5
9 273 19
9 279 29
9 289 55
9 298 68
9 325 47
9 349 83
9 358 91
9 372 57
9 387 41
9 388 69
9 392 84
9 446 64
9 503 66
9 577 31
9 608 44
9 615 54
9 644 18
9 706 88
9 741 39
9 798 70
9 905 64
9 915 14
9 961 99
9 965 53
9 981 58
9 987 52
9 996 65
9 1121 44
9 1160 99
9 1256 68
9 1351 52
9 1394 2
9 1399 40
9 1462 70
9 1538 39
9 1558 74
9 1577 2
9 1601 91
9 1708 61
9 1717 43
9 1757 49
9 1812 18
9 1826 87
9 1831 67
9 1967 41
9 2009 46
9 2021 46
9 2122 91
9 2175 20
9 2207 6
9 2249 56
9 2345 72
9 2405 89
9 2460 82
9 2509 44
9 2602 5
9 2643 53
9 2710 68
9 2823 87
9 2825 39
9 2913 18
9 3179 86
9 3190 12
9 3276 17
9 3308 63
9 3396 9
9 3418 78
9 3487 99
9 3513 56
9 3564 85
9 3606 44
9 3608 77
9 3738 46
9 3744 22
9 3807 95
9 3832 79
9 3947 32
9 4171 7
9 4556 13
9 4558 50
9 4618 31
9 4623 49
9 4641 4
9 4983 49
9 4990 62
9 5031 97
9 5111 27
9 5134 52
9 5362 97
9 5619 73
9 5834 67
9 5875 56
9 5906 9
9 6398 75
9 6450 10
9 6797 60
9 6941 36
9 7045 2
9 7143 57
9 7168 32
9 7315 57
9 7411 60
9 8113 63
9 8528 34
9 8591 82
9 8650 71
9 8813 66
9 9137 64
9 9231 95
9 9234 77
9 9254 58
9 9264 8
9 9357 15
9 9468 64
9 9703 45
10 22 71
10 24 39
10 35 88
10 40 21
10 161 21
10 163 62
10 256 67
10 403 99
10 552 62
10 629 62
10 682 4
10 705 1
10 788 65
10 966 79
10 1037 96
10 1501 12
10 1638 11
10 1911 54
10 2027 25
10 2177 79
10 2684 75
10 2686 80
10 2805 6
10 3126 1
10 3155 94
10 3301 10
10 3505 56
10 3806 22
10 4133 61
10 4390 40
10 4396 57
10 4454 27
10 4504 59
10 4552 49
10 4801 89
10 4974 66
10 4975 100
10 5250 29
10 5361 68
10 5439 89
10 5752 12
10 5822 19
10 6231 54
10 6398 20
10 6624 48
10 6659 24
10 7663 8
10 9172 69
10 9328 84
10 9683 52
11 352 97
11 671 5
11 676 14
11 712 9
11 721 42
11 883 25
11 1068 53
11 1548 95
11 1586 1
11 3157 49
11 4634 5
11 5797 99
11 6356 44
11 7079 59
11 8676 89
11 9605 24
12 14 70
12 17 31
12 18 39
12 21 89
12 33 93
12 68 58
12 121 25
12 137 27
12 230 75
12 282 88
12 314 96
12 384 9
12 496 27
12 550 52
12 731 44
12 777 24
12 862 86
12 870 40
12 975 20
12 1021 8
12 1076 85
12 1087 56
12 1240 30
12 1281 76
12 1347 27
12 1712 33
12 1855 59
12 2015 95
12 2233 22
12 2314 49
12 2556 65
12 2561 30
12 2639 100
12 2819 15
12 2857 77
12 2888 32
12 3019 73
12 3027 81
12 3144 9
12 3155 32
12 3239 77
12 3384 15
12 3488 41
12 3536 87
12 3624 67
12 3865 94
12 4115 32
12 4146 60
12 4463 14
12 4582 13
12 5103 96
12 5423 59
12 5662 13
12 6175 18
12 6541 45
12 6754 75
12 6756 58
12 7054 77
12 7138 18
12 7299 71
12 7405 72
12 7519 19
12 7623 51
12 7636 68
12 7710 57
12 8355 15
12 8452 29
12 8481 12
12 8503 46
12 8526 46
12 8593 34
12 9046 14
12 9137 46
13 15 97
13 53 59
13 122 43
13 216 37
13 301 31
13 383 93
13 658 19
13 719 25
13 934 1
13 1070 74
13 1897 63
13 1919 33
13 2320 83
13 2852 32
13 2956 70
13 3098 97
13 3286 68
13 3510 74
13 3615 66
13 3934 96
13 4369 77
13 5107 46
13 6879 40
13 7450 100
13 8563 34
13 8863 54
13 9331 25
13 9521 69
13 9554 58
13 9852 58
14 18 93
14 31 100
14 32 60
14 35 70
14 41 4
14 48 4
14 55 37
14 63 75
14 71 77
14 76 78
14 80 90
14 88 34
14 99 37
14 109 17
14 116 29
14 124 28
14 131 76
14 138 27
14 140 84
14 142 64
14 146 53
14 192 99
14 208 6
14 214 50
14 216 98
14 223 62
14 238 15
14 253 87
14 302 16
14 331 3
14 344 94
14 368 57
14 380 84
14 419 32
14 469 46
14 474 76
14 500 65
14 523 56
14 548 26
14 551 69
14 567 38
14 586 84
14 617 41
14 629 95
14 660 14
14 735 85
14 748 8
14 766 26
14 811 18
14 821 93
14 851 45
14 907 30
14 920 19
14 929 45
14 932 94
14 947 94
14 957 33
14 1027 9
14 1033 3
14 1050 87
14 1054 85
14 1089 73
14 1102 98
14 1128 56
14 1192 2
14 1232 29
14 1256 11
14 1321 4
14 1367 34
14 1379 94
14 1397 31
14 1434 28
14 1491 92
14 1522 9
14 1526 91
14 1645 14
14 1789 21
14 1849 62
14 1969 24
14 2020 46
14 2032 47
14 2036 82
14 2039 28
14 2077 33
14 2110 49
14 2178 28
14 2185 18
14 2347 61
14 2382 5
14 2408 13
14 2459 62
14 2657 35
14 2671 73
14 2694 47
14 2720 29
14 2789 89
14 2821 50
14 2840 86
14 2925 87
14 2992 1
14 3006 33
14 3077 27
14 3101 96
14 3242 11
14 3245 82
14 3373 72
14 3425 96
14 3515 44
14 3670 82
14 3813 64
14 3923 54
14 3962 7
14 4068 70
14 4072 49
14 4090 88
14 4148 17
14 4366 79
14 4398 26
14 4471 61
14 4515 58
14 4516 15
14 4720 50
14 4818 56
14 4938 32
14 4955 44
14 4981 8
14 5040 38
14 5103 87
14 5117 94
14 5292 78
14 5540 28
14 5580 13
14 5725 69
14 5944 79
14 6145 89
14 6295 15
14 6616 6
14 6658 15
14 6787 69
14 6876 92
14 7057 36
14 7060 87
14 7069 30
14 7223 39
14 7652 53
14 7688 37
14 7747 23
14 7961 69
14 8052 65
14 8077 4
14 8165 87
14 8177 74
14 8237 70
14 8242 17
14 8303 74
14 8350 7
14 8478 60
14 8487 61
14 8582 10
14 8615 31
14 8666 56
14 8670 85
14 8672 76
14 8763 35
14 8842 6
14 8852 4
14 8937 10
14 9315 12
14 9403 48
14 9526 60
14 9528 57
14 9568 100
14 9660 95
14 9741 81
14 9745 49
14 9800 42
14 9894 15
15 51 32
15 57 64
15 74 2
15 107 24
15 111 32
15 129 77
15 133 82
15 261 25
15 275 34
15 437 91
15 471 7
15 585 10
15 719 85
15 749 29
15 776 49
15 781 26
15 796 4
15 813 80
15 872 47
15 1177 8
15 1496 82
15 1607 28
15 1711 52
15 1937 26
15 2024 71
15 2038 94
15 2511 32
15 2833 14
15 2923 56
15 3297 65
15 3527 49
15 3548 12
15 3557 26
15 3590 81
15 3591 19
15 3630 43
15 4389 32
15 4554 64
15 5015 1
15 6137 52
15 6612 89
15 6950 63
15 7730 45
15 8450 20
15 8586 24
15 8848 5
15 8860 86
15 9357 85
15 9619 73
16 77 87
16 83 28
16 129 89
16 213 30
16 249 25
16 335 85
16 376 53
16 394 42
16 413 71
16 418 42
16 429 81
16 655 34
16 676 4
16 784 6
16 834 56
16 919 30
16 1030 66
16 1103 25
16 1287 39
16 1298 56
16 1376 1
16 1403 51
16 1778 88
